DC2T7H,2022-03-25 18:00:00,25,3,2022,18:00,3 4,,CN,161488,TA,L
DC2T7H,2023-10-13 07:00:00,13,10,2023,07:00,3 5 4,,MY,3378,TA,L
DC2T7H,2023-01-04 21:00:00,4,1,2023,21:00,1 2 3 4,,LR,7783,TA,H
DC2T7H,2023-10-25 01:00:00,25,10,2023,01:00,4,,MY,5072,TA,L
DC2T7H,2023-11-08 23:30:00,8,11,2023,23:30,4,,MY,3378,TA,L
DC2T7H,2023-09-22 12:00:00,22,9,2023,12:00,1,,CN,30325,TA,L
PR0U3J,2023-08-28 08:00:00,28,8,2023,08:00,5 4 3,,MY,3378,TA,L
DC2T7H,2024-03-14 19:00:00,14,3,2024,19:00,4,,MY,3378,TA,L
WE8I3W,2024-03-25 12:00:00,25,3,2024,12:00,5 4,,MY,4268,TA,L
DC2T7H,2023-09-19 08:00:00,19,9,2023,08:00,3,,MY,4268,TA,H
PR0U3J,2022-12-10 12:00:00,10,12,2022,12:00,1,,MY,2499,TA,L
DC2T7H,2023-09-28 12:00:00,28,9,2023,12:00,4 5,,MY,5072,TA,L
WE8I3W,2023-10-07 07:00:00,7,10,2023,07:00,1 3,,CN,30325,TA,L
DC2T7H,2023-11-28 20:00:00,28,11,2023,20:00,4 3,,MY,3378,TA,L
PR0U3J,2023-11-16 23:59:00,16,11,2023,23:59,4,,MY,2499,TA,L
NP3U1P,2024-02-17 13:00:00,17,2,2024,13:00,4,,MY,5072,TA,L
DC2T7H,2023-11-10 14:00:00,10,11,2023,14:00,4,,MY,5072,TA,L
DC2T7H,2022-04-20 08:00:00,20,4,2022,08:00,3 4,,HK,60166,TA,L
DC2T7H,2024-03-10 01:00:00,10,3,2024,01:00,4,,MY,5072,TA,H
PR0U3J,2024-03-07 10:00:00,7,3,2024,10:00,5,,MY,3378,TA,H
RL0N0C,2023-07-12 04:00:00,12,7,2023,04:00,6,,SG,12123,LN,L
PR0U3J,2023-08-01 12:00:00,1,8,2023,12:00,4,,MY,2499,TA,H
PR0U3J,2023-09-01 02:00:00,1,9,2023,02:00,4,,MY,2499,TA,L
DC2T7H,2023-05-26 17:00:00,26,5,2023,17:00,4,,MY,4268,TA,L
DC2T7H,2023-10-26 22:30:00,26,10,2023,22:30,4,,MY,4268,TA,L
PR0U3J,2022-12-05 11:00:00,5,12,2022,11:00,4 5,,MY,4570,TA,L
QM8S0I,2022-06-30 23:50:00,30,6,2022,23:50,1,,CN,8916,CH,H
PR0U3J,2024-02-11 21:30:00,11,2,2024,21:30,1,,MY,3378,TA,H
DC2T7H,2022-04-21 08:00:00,21,4,2022,08:00,3 4,,HK,60166,TA,L
PR0U3J,2023-09-10 12:00:00,10,9,2023,12:00,4,,MY,2499,TA,L
#N/A,2022-12-13 12:00:00,13,12,2022,12:00,1,,MY,2499,TA,H
PR0U3J,2023-10-31 11:00:00,31,10,2023,11:00,4,,MY,2499,TA,H
PR0U3J,2023-04-09 12:00:00,9,4,2023,12:00,3,,MY,4570,TA,L
DC2T7H,2023-07-07 08:00:00,7,7,2023,08:00,4,,MY,4268,TA,L
DC2T7H,2023-01-15 21:00:00,15,1,2023,21:00,1 4,,LR,7783,TA,L
DC2T7H,2023-08-14 02:00:00,14,8,2023,02:00,3 4,,MY,3378,TA,L
#N/A,2023-08-29 03:00:00,29,8,2023,03:00,5 4 3,,MY,3378,TA,L
#N/A,2023-08-21 10:00:00,21,8,2023,10:00,4,,MY,5072,TA,H
DC2T7H,2023-08-02 10:00:00,2,8,2023,10:00,4,,MY,4268,TA,H
DC2T7H,2023-07-25 07:00:00,25,7,2023,07:00,4,,MY,3378,TA,H
PR0U3J,2023-10-02 07:00:00,2,10,2023,07:00,4,,MY,2499,TA,H
DC2T7H,2024-03-01 00:30:00,1,3,2024,00:30,4,,MY,3378,TA,L
WE8I3W,2024-02-25 11:00:00,25,2,2024,11:00,3 4,,CN,43718,TA,L
DC2T7H,2024-03-06 02:00:00,6,3,2024,02:00,3,,MY,4268,TA,L
DC2T7H,2023-10-07 02:00:00,7,10,2023,02:00,4 5,,MY,4268,TA,H
DC2T7H,2024-03-01 16:00:00,1,3,2024,16:00,4 5,,MY,4570,TA,L
DC2T7H,2024-03-21 08:00:00,21,3,2024,08:00,5 4,,MY,4268,TA,H
DC2T7H,2023-10-17 07:30:00,17,10,2023,07:30,5 4,,MY,4268,TA,L
DC2T7H,2024-03-26 22:00:00,26,3,2024,22:00,5 4,,MY,3378,TA,L
DC2T7H,2023-11-20 17:00:00,20,11,2023,17:00,5 3,,MY,5072,TA,H
DC2T7H,2023-10-09 14:00:00,9,10,2023,14:00,1 3 4 5,,CN,30325,TA,L
#N/A,2023-11-28 07:00:00,28,11,2023,07:00,4 3 1,,MY,3378,TA,L
DC2T7H,2023-10-27 22:00:00,27,10,2023,22:00,4,,MY,3378,TA,L
DC2T7H,2023-07-18 23:59:00,18,7,2023,23:59,4,,MY,4268,TA,H
DC2T7H,2023-09-11 04:00:00,11,9,2023,04:00,5 4,,MY,3378,TA,L
PR0U3J,2023-08-07 10:00:00,7,8,2023,10:00,4,,MY,2499,TA,L
#N/A,2022-12-09 23:00:00,9,12,2022,23:00,4 5 1,,MY,4570,TA,L
DC2T7H,2023-09-18 11:00:00,18,9,2023,11:00,3 4 5,,CN,64572,TA,H
PR0U3J,2024-02-09 23:59:00,9,2,2024,23:59,4,,MY,4570,TA,H
DC2T7H,2023-12-26 20:00:00,26,12,2023,20:00,4,,MY,3378,TA,L
DC2T7H,2023-11-06 13:00:00,6,11,2023,13:00,3 4 5,,CN,64572,TA,L
#N/A,2022-12-12 12:00:00,12,12,2022,12:00,1,,MY,2499,TA,H
DC2T7H,2023-11-27 16:00:00,27,11,2023,16:00,4 5,,MY,4268,TA,L
PR0U3J,2024-01-31 14:00:00,31,1,2024,14:00,4,,MY,4570,TA,L
DC2T7H,2023-08-31 06:00:00,31,8,2023,06:00,4 5,,MY,5072,TA,L
DC2T7H,2023-12-26 16:00:00,26,12,2023,16:00,4,,MY,4268,TA,L
DC2T7H,2022-08-09 12:00:00,9,8,2022,12:00,3 4 5,,NO,27547,TA,L
DC2T7H,2023-09-30 14:00:00,30,9,2023,14:00,5 4,,MY,3378,TA,L
PR0U3J,2022-10-04 12:00:00,4,10,2022,12:00,4,,MY,4570,TA,L
PR0U3J,2024-03-10 18:00:00,10,3,2024,18:00,4,,MY,4570,TA,H
DC2T7H,2023-08-22 07:00:00,22,8,2023,07:00,4,,MY,4268,TA,L
DC2T7H,2023-12-11 23:00:00,11,12,2023,23:00,4 5,,MY,4268,TA,L
PR0U3J,2023-08-20 12:30:00,20,8,2023,12:30,4,,MY,5072,TA,H
DC2T7H,2023-08-21 12:30:00,21,8,2023,12:30,3 4 5 7 0,ODME & OWS calibration,GR,82995,TA,H
DC2T7H,2023-08-21 14:00:00,21,8,2023,14:00,3 4 5 7 0,ODME & OWS calibration,GR,82995,TA,H
QM8S0I,2024-02-09 06:30:00,9,2,2024,06:30,1 3 4,,MH,111089,LN,L
OG0X0L,2023-10-15 02:00:00,15,10,2023,02:00,3 0,Propeller polish,MH,62795,TA,L
OG0X0L,2023-10-15 04:00:00,15,10,2023,04:00,3 0,Propeller polish,MH,62795,TA,L
DC2T7H,2022-03-22 06:00:00,22,3,2022,06:00,1 3 4,,MH,30965,TA,H
RV2H0F,2022-10-04 08:00:00,4,10,2022,08:00,1,,HK,3493,LP,L
DC2T7H,2023-11-09 03:00:00,9,11,2023,03:00,1 2 3 4 5,,MH,29902,CH,H
WE8I3W,2023-03-25 12:00:00,25,3,2023,12:00,3 4 5,,MH,17915,TA,L
DC2T7H,2022-05-30 12:00:00,30,5,2022,12:00,3 4 5,,LR,42010,TA,H
QM8S0I,2022-11-16 22:30:00,16,11,2022,22:30,3 4 5,,KR,6270,CH,H
UT2B7J,2023-04-05 09:00:00,5,4,2023,09:00,2 3 4 5,,LR,21275,CH,L
DC2T7H,2022-08-01 18:00:00,1,8,2022,18:00,1 3 4,,SG,11267,TA,H
FB6T5U,2023-06-02 14:00:00,2,6,2023,14:00,1 3 4 5,,MH,29429,TA,H
FB6T5U,2023-06-02 18:00:00,2,6,2023,18:00,1 3 4 5,,MH,29429,TA,H
PR0U3J,2022-04-12 07:00:00,12,4,2022,07:00,1 3 4 5,,MH,30237,CH,H
PR0U3J,2022-04-12 09:00:00,12,4,2022,09:00,1 3 4 5,,MH,30237,CH,H
WE8I3W,2022-05-18 05:00:00,18,5,2022,05:00,0,CARGO TESTING AND SAMPLING,LR,30259,TA,H
KT2H6C,2022-11-19 07:00:00,19,11,2022,07:00,3 4 5,,LR,42208,TA,L
UT2B7J,2023-06-22 12:00:00,22,6,2023,12:00,3 4 5 7,,LR,7368,TA,L
BI1B9U,2023-05-10 08:00:00,10,5,2023,08:00,1 3 4 5 0,De-slopping,SG,62533,TA,L
QM8S0I,2024-02-22 15:00:00,22,2,2024,15:00,1 3 4 5,,KR,6861,CH,H
DC2T7H,2024-02-22 17:00:00,22,2,2024,17:00,1 3 4 5,,KR,6861,CH,H
DC2T7H,2022-04-27 19:00:00,27,4,2022,19:00,3 4,,TV,6445,CH,L
WE8I3W,2022-05-13 20:30:00,13,5,2022,20:30,3 4,,TV,6445,CH,H
DC2T7H,2022-01-27 18:00:00,27,1,2022,18:00,3 4,,TV,6445,CH,H
PR0U3J,2022-11-23 22:00:00,23,11,2022,22:00,1,,MT,81380,TA,L
BI1B9U,2023-07-27 10:00:00,27,7,2023,10:00,1 3 4,,GR,62856,TA,L
PR0U3J,2022-11-21 08:00:00,21,11,2022,08:00,1 4 5,,MT,81380,TA,L
PR0U3J,2023-05-05 13:00:00,5,5,2023,13:00,4 5 0,CARGO SAMPLING & ANALYSIS,LR,81074,TA,H
PR0U3J,2022-09-08 12:00:00,8,9,2022,12:00,3 4,,MH,11866,CH,L
DC2T7H,2022-06-28 02:00:00,28,6,2022,02:00,3 4 5,,MH,30237,CH,L
DC2T7H,2022-06-29 01:00:00,29,6,2022,01:00,3 4 5,,MH,30237,CH,H
QM8S0I,2023-07-05 21:00:00,5,7,2023,21:00,3 4 5,,HK,12099,CH,H
DC2T7H,2022-05-28 15:30:00,28,5,2022,15:30,3 4 5,,SG,6356,TA,H
UT2B7J,2022-09-21 05:00:00,21,9,2022,05:00,3 4 5 0,ANNUAL SERVICING OF SHIP'S EQUIPMENTS,HK,34988,CH,H
PR0U3J,2023-05-30 09:00:00,30,5,2023,09:00,3 4 0,Deslopping,HK,12099,CH,L
DC2T7H,2022-05-17 12:00:00,17,5,2022,12:00,1 3 4 5 7,N/A,GR,84735,TA,L
PR0U3J,2022-09-24 08:00:00,24,9,2022,08:00,3,,DJ,5821,LP,H
PR0U3J,2023-01-12 08:00:00,12,1,2023,08:00,3,,DJ,5821,LP,H
PR0U3J,2023-09-16 12:00:00,16,9,2023,12:00,3,,DJ,5821,LP,L
QM8S0I,2023-04-01 02:00:00,1,4,2023,02:00,3 4,,PA,3091,LP,L
PR0U3J,2023-05-12 12:00:00,12,5,2023,12:00,3,,DJ,5821,LP,L
UT2B7J,2023-10-26 12:00:00,26,10,2023,12:00,1 3,,MH,3216,LP,L
QM8S0I,2023-05-28 18:00:00,28,5,2023,18:00,3 4,,MH,4309,LP,L
UT2B7J,2022-08-08 17:00:00,8,8,2022,17:00,3 4 5,,GR,13794,LP,L
UT2B7J,2022-05-29 12:00:00,29,5,2022,12:00,3,,PA,5420,LP,H
QM8S0I,2023-09-23 11:00:00,23,9,2023,11:00,3,,PA,2997,LP,L
DC2T7H,2022-03-10 03:00:00,10,3,2022,03:00,1,,PA,5457,CH,L
DC2T7H,2022-09-01 16:00:00,1,9,2022,16:00,1,NO,LR,38842,TA,H
PR0U3J,2023-02-24 16:00:00,24,2,2023,16:00,1,,HK,157225,TA,L
PR0U3J,2023-02-25 11:00:00,25,2,2023,11:00,1,,HK,157225,TA,L
QM8S0I,2022-12-06 12:00:00,6,12,2022,12:00,3 5 0,Provision,KR,9599,CH,L
UT2B7J,2023-06-06 12:00:00,6,6,2023,12:00,3 4,,MH,22988,CH,L
QM8S0I,2022-05-13 12:00:00,13,5,2022,12:00,1 4,,PA,15042,CH,H
DC2T7H,2023-04-05 10:00:00,5,4,2023,10:00,3 4 5,N/A,MH,62912,TA,H
QM8S0I,2022-10-30 04:00:00,30,10,2022,04:00,3 4 5,,SG,16589,TA,L
WE8I3W,2023-11-10 01:00:00,10,11,2023,01:00,3 4,,MH,64018,TA,L
WE8I3W,2023-09-30 20:00:00,30,9,2023,20:00,3 4,,MH,64018,TA,L
QM8S0I,2023-03-13 16:00:00,13,3,2023,16:00,1 3 4,,KR,9599,CH,L
QM8S0I,2023-03-13 08:00:00,13,3,2023,08:00,1 3 4,,KR,9599,CH,L
PR0U3J,2023-07-26 13:00:00,26,7,2023,13:00,3 4 5,,KR,6301,CH,L
QM8S0I,2024-01-18 18:00:00,18,1,2024,18:00,1 3 4 5,,KR,6301,CH,L
PR0U3J,2022-02-24 08:00:00,24,2,2022,08:00,1,,MH,29994,CH,H
DC2T7H,2022-12-17 12:00:00,17,12,2022,12:00,1 3 4 5,,LR,42208,TA,L
DC2T7H,2022-07-06 23:00:00,6,7,2022,23:00,3 4 5 0,Class Survey,LR,41526,TA,L
BI1B9U,2022-07-06 16:00:00,6,7,2022,16:00,1 3 4 5,,LR,41526,TA,L
UT2B7J,2023-04-29 10:00:00,29,4,2023,10:00,3 4 5 0,SEVICE OF EQUIPMENTS,PA,19969,CH,H
UT2B7J,2022-09-07 13:30:00,7,9,2022,13:30,1 3,,KR,6757,CH,L
WE8I3W,2022-12-10 17:00:00,10,12,2022,17:00,3 4 5,,SG,23300,TA,L
DC2T7H,2022-08-06 20:00:00,6,8,2022,20:00,1 5,,PA,56172,TA,L
PR0U3J,2022-11-15 04:00:00,15,11,2022,04:00,1 3 4 5,,SG,8611,TA,L
PR0U3J,2023-06-06 22:00:00,6,6,2023,22:00,3 4 5 7,,KR,9599,CH,L
PR0U3J,2023-06-06 12:00:00,6,6,2023,12:00,3 4 5 7,,KR,9599,CH,L
QM8S0I,2023-07-10 17:00:00,10,7,2023,17:00,3 4 5,,KR,9599,CH,L
PR0U3J,2023-01-05 06:00:00,5,1,2023,06:00,1 3 4 5,,KR,6270,CH,L
PR0U3J,2023-05-05 01:00:00,5,5,2023,01:00,3 4,,SG,29211,TA,H
QM8S0I,2023-02-22 23:00:00,22,2,2023,23:00,3 4 5,,KR,6270,CH,L
QM8S0I,2023-09-10 19:00:00,10,9,2023,19:00,3 5,,KR,6301,CH,L
QM8S0I,2024-02-15 17:00:00,15,2,2024,17:00,3 4 5,,KR,6301,CH,L
UT2B7J,2022-08-03 22:00:00,3,8,2022,22:00,3 4,,KY,20117,CH,L
PR0U3J,2023-09-06 04:00:00,6,9,2023,04:00,3 4 5,,KR,9599,CH,H
AA0V6C,2022-11-10 18:00:00,10,11,2022,18:00,1 4,,LR,64933,TA,L
QM8S0I,2023-10-28 12:00:00,28,10,2023,12:00,3 4 5,,KR,6301,CH,L
QM8S0I,2023-11-05 15:00:00,5,11,2023,15:00,3,,KR,6301,CH,H
QM8S0I,2023-11-07 05:00:00,7,11,2023,05:00,3,,KR,6301,CH,H
PR0U3J,2023-03-31 06:00:00,31,3,2023,06:00,3 4 5,,KR,6270,CH,L
UT2B7J,2022-09-07 18:00:00,7,9,2022,18:00,4,,MH,12105,CH,L
DC2T7H,2023-01-10 15:00:00,10,1,2023,15:00,3,,PA,8625,CH,L
PR0U3J,2022-08-08 10:00:00,8,8,2022,10:00,3 4,,LR,12129,CH,L
WE8I3W,2022-04-26 14:00:00,26,4,2022,14:00,3 4,,SG,6356,TA,L
UT2B7J,2022-01-22 22:00:00,22,1,2022,22:00,0,FOR CARGO SAMPLING &  DOPING,PA,25174,CH,L
UT2B7J,2022-07-06 23:00:00,6,7,2022,23:00,4 5 0,Equipment  servicing by shore,PA,25174,CH,L
WE8I3W,2022-06-08 03:00:00,8,6,2022,03:00,3 4,,GR,161287,TA,L
PR0U3J,2023-11-06 22:00:00,6,11,2023,22:00,1 3 4 5,,MT,160534,TA,L
QL3L7T,2022-07-19 02:00:00,19,7,2022,02:00,1 3 4 5,,SG,162761,TA,H
UT2B7J,2022-02-21 21:00:00,21,2,2022,21:00,3 4 5,,MH,29492,CH,L
PR0U3J,2023-12-06 15:30:00,6,12,2023,15:30,1,,LR,61183,TA,L
PR0U3J,2023-12-07 11:30:00,7,12,2023,11:30,1,,LR,61183,TA,L
KY4Z5I,2022-01-30 08:00:00,30,1,2022,08:00,1 3 4 5,,MH,63598,TA,L
QM8S0I,2022-05-18 07:00:00,18,5,2022,07:00,1 4,,PA,4812,CH,L
QM8S0I,2022-03-04 09:00:00,4,3,2022,09:00,1,,KR,8562,CH,L
BI1B9U,2022-03-04 07:15:00,4,3,2022,07:15,1,,KR,8562,CH,L
QM8S0I,2022-08-19 00:01:00,19,8,2022,00:01,1 4,,PA,5457,CH,H
QM8S0I,2022-02-15 07:00:00,15,2,2022,07:00,3 4,,SG,4253,LP,L
QM8S0I,2023-04-19 08:00:00,19,4,2023,08:00,3,,KR,3540,LP,L
QM8S0I,2024-02-16 11:00:00,16,2,2024,11:00,3 4,,PA,4277,LP,L
QM8S0I,2023-05-20 05:00:00,20,5,2023,05:00,1,,PA,3591,LP,L
UT2B7J,2022-09-18 12:00:00,18,9,2022,12:00,3 4 5,,HK,4484,LP,L
UT2B7J,2022-04-27 00:30:00,27,4,2022,00:30,4 5,,KR,4456,LP,L
QM8S0I,2024-03-15 03:00:00,15,3,2024,03:00,1 3,,PA,4277,LP,H
UT2B7J,2023-03-24 17:00:00,24,3,2023,17:00,3 4,,MH,4241,LP,L
DC2T7H,2022-03-01 20:00:00,1,3,2022,20:00,3 4,,PA,8270,TA,H
CN7D1Y,2024-01-15 12:00:00,15,1,2024,12:00,1,,PA,21254,TA,L
QM8S0I,2022-09-17 03:00:00,17,9,2022,03:00,1 3,,PA,4812,CH,H
QM8S0I,2022-05-22 06:00:00,22,5,2022,06:00,3 4 5,,KR,6270,CH,H
PR0U3J,2023-09-07 12:00:00,7,9,2023,12:00,1 3 4 5 0,Offlanding garbage,HK,157393,TA,L
QM8S0I,2022-03-08 10:00:00,8,3,2022,10:00,3 4,,LR,11580,CH,L
FU4A2S,2023-09-19 05:00:00,19,9,2023,05:00,1 3 4 5 7,,MH,154449,TA,H
QM8S0I,2022-06-02 17:00:00,2,6,2022,17:00,1 2 3 4,,KR,8072,CH,L
QM8S0I,2022-09-14 21:00:00,14,9,2022,21:00,1,,PA,4812,CH,H
QM8S0I,2023-09-11 10:00:00,11,9,2023,10:00,1 3 4 5,,KY,24509,CH,L
QM8S0I,2023-06-14 16:00:00,14,6,2023,16:00,3 4,N.A,LR,30259,CH,L
UT2B7J,2024-03-21 14:00:00,21,3,2024,14:00,1 3 4 5,,LR,85496,TA,H
DC2T7H,2022-06-30 14:00:00,30,6,2022,14:00,1 3 4 5,,MH,40953,TA,H
DC2T7H,2022-02-03 06:00:00,3,2,2022,06:00,1 3 4,,CN,43687,TA,L
PR0U3J,2023-09-10 16:00:00,10,9,2023,16:00,1 3 4 5 0,Offlanding garbage,HK,157393,TA,L
QM8S0I,2023-11-18 18:00:00,18,11,2023,18:00,1 3,,PA,4828,CH,H
QM8S0I,2024-02-24 05:30:00,24,2,2024,05:30,1 3,,PA,4828,CH,H
ZT4E4A,2023-10-13 15:00:00,13,10,2023,15:00,1,,LR,160226,TA,L
QM8S0I,2022-07-28 11:00:00,28,7,2022,11:00,3 4 5,N/A,PA,20108,CH,H
QM8S0I,2023-09-30 06:00:00,30,9,2023,06:00,2 3 4 5 6,,SG,115338,LN,L
QM8S0I,2022-09-24 04:00:00,24,9,2022,04:00,1,,PA,4812,CH,H
PR0U3J,2023-07-02 02:00:00,2,7,2023,02:00,3 4,,MH,12225,CH,L
UT2B7J,2022-04-13 03:00:00,13,4,2022,03:00,3 4,,NO,18760,TA,L
QM8S0I,2023-11-06 11:30:00,6,11,2023,11:30,1 3 4 5,,TV,13620,TA,L
DC2T7H,2022-11-14 16:00:00,14,11,2022,16:00,3 4 5 0,TECHNICIAN MAY ARRIVE,IN,61978,TA,H
GQ0X8L,2022-12-05 08:00:00,5,12,2022,08:00,1 3 4 5,,LR,156933,TA,L
GQ0X8L,2022-11-29 08:00:00,29,11,2022,08:00,1 3 4 5,,LR,156933,TA,H
PR0U3J,2022-02-04 08:00:00,4,2,2022,08:00,1,,PA,11640,TA,L
QM8S0I,2023-08-02 23:00:00,2,8,2023,23:00,3 4,,MH,12225,CH,H
WE8I3W,2024-03-08 19:00:00,8,3,2024,19:00,3 4 5,,MH,23861,CH,H
PR0U3J,2023-08-23 10:00:00,23,8,2023,10:00,3,,PA,6301,CH,L
PR0U3J,2022-09-10 06:00:00,10,9,2022,06:00,4,,MH,12105,CH,H
DC2T7H,2022-04-16 19:00:00,16,4,2022,19:00,2 3 4,Serviceof equipment,LR,18335,TA,H
UT2B7J,2023-05-26 06:00:00,26,5,2023,06:00,3 5,,PA,6301,CH,H
PR0U3J,2023-05-05 11:00:00,5,5,2023,11:00,1 3,,HK,8944,TA,H
DC2T7H,2022-02-06 03:30:00,6,2,2022,03:30,1 4 0,SERVICE TECHNICIAN WILL ATTEND THE VESSEL,PA,11640,TA,H
DC2T7H,2022-02-05 18:00:00,5,2,2022,18:00,1 4 0,SERVICE TECHNICIAN WILL ATTEND THE VESSEL,PA,11640,TA,L
QQ2F3C,2023-04-11 14:00:00,11,4,2023,14:00,1,,CN,18451,CH,L
QQ2F3C,2023-04-11 14:30:00,11,4,2023,14:30,1,,CN,18451,CH,L
QQ2F3C,2023-04-12 17:00:00,12,4,2023,17:00,1,,CN,18451,CH,L
UT2B7J,2022-06-10 13:00:00,10,6,2022,13:00,1 3 4 5,,NO,18760,TA,L
DC2T7H,2022-06-21 21:00:00,21,6,2022,21:00,1,,HK,29375,TA,L
DC2T7H,2022-06-17 18:00:00,17,6,2022,18:00,3 4,,HK,29375,TA,H
DC2T7H,2022-06-18 06:00:00,18,6,2022,06:00,3 4,,HK,29375,TA,L
DC2T7H,2022-06-16 19:00:00,16,6,2022,19:00,3 4,,HK,29375,TA,H
PR0U3J,2023-07-16 14:30:00,16,7,2023,14:30,1,,PA,4828,CH,L
PR0U3J,2022-12-10 05:00:00,10,12,2022,05:00,1 3,,PA,4812,CH,L
QM8S0I,2023-08-31 18:00:00,31,8,2023,18:00,1 3,,PA,4828,CH,H
QM8S0I,2023-10-10 10:00:00,10,10,2023,10:00,1 3,,PA,4828,CH,L
QM8S0I,2022-10-29 14:00:00,29,10,2022,14:00,1,,PA,4812,CH,H
QM8S0I,2023-03-12 06:00:00,12,3,2023,06:00,1,,PA,4812,CH,L
QM8S0I,2022-12-15 03:00:00,15,12,2022,03:00,1,,PA,4812,CH,H
QM8S0I,2024-01-08 02:00:00,8,1,2024,02:00,1 3,,PA,4828,CH,L
DC2T7H,2022-08-21 15:00:00,21,8,2022,15:00,1 4,,CN,43551,TA,L
OG0X0L,2023-03-24 08:00:00,24,3,2023,08:00,3 4,,PA,57031,TA,L
DC2T7H,2022-07-14 22:00:00,14,7,2022,22:00,1,,PA,28131,TA,H
